Node1,Node2,Correlation,Score
BAX,CCND1,0.774589744,11.23600658
BCL2L11,MKI67,0.941229256,12.82168358
BCL2L11,CDKN1B,-0.878780334,8.738690357
BCL2L11,pRPS6,0.887836284,8.114534475
CASP9,MKI67,-0.9389247,8.993588468
CASP9,pEIF4EBP1,0.562057939,8.340908665
CCND1,ERBB2,-0.865265971,11.07454248
CCND1,CDKN1A,0.939149331,13.0837129
CCND1,pPRKAB1,0.756919956,9.904601808
CCND1,pBCL2,0.95495272,11.59345767
CCND1,pBRAF,0.686659174,8.648478997
CCND1,pKIT,0.80679431,10.19072571
CCND1,pERBB2,-0.655223678,8.224741285
CCND1,pFOXO1,0.806437917,9.879600709
CCND1,pIGF1R,0.675233154,8.622749964
CCND1,pNFKBIA,0.950186569,13.8358729
CCND1,pSTK11,0.781727139,9.896941261
CCND1,pMAP2K1,0.992326745,12.77354127
CCND1,pASAP2,-0.68102455,9.170018038
CCND1,pSKAP2,-0.775070418,10.28215024
CCND1,pSRC,-0.564503584,8.565338072
CCND1,pSYK,0.744450148,8.902700482
EGFR,MKI67,0.926080408,8.326703036
EGFR,pEIF4EBP1,-0.702249846,9.534260275
ERBB3,MKI67,0.796723511,12.37198083
ERBB3,pRPS6,0.978382429,8.961226536
ERBB4,MKI67,0.91883859,8.407010992
ERBB4,pEIF4EBP1,-0.766389942,10.30674712
ERBB4,pRPS6,0.896459009,8.154076536
MKI67,CDKN1B,-0.911255683,8.631264211
MKI67,pEIF4EBP1,-0.67177975,13.52992304
MKI67,pEIF4EBP1,-0.908374514,10.60126179
MKI67,pMTOR,0.843132788,9.599731267
MKI67,pRET,0.786845501,8.689697295
MKI67,pRPS6,0.765853942,14.05913694
MKI67,pSGK1,0.924822212,14.26292625
MKI67,pSMAD1,0.942843629,8.499779998
MKI67,pKDR,-0.767348473,8.078320313
MKI67,BIRC5,0.862592124,12.87913653
CDKN1B,pEIF4EBP1,0.758487143,14.254104
CDKN1B,pMTOR,-0.900491677,10.15979725
CDKN1B,pRPS6,-0.716570931,9.107214215
pEIF4EBP1,pADD1,-0.74387364,14.70452451
pEIF4EBP1,pBAD,0.807709235,16.18783465
pEIF4EBP1,pCREB1,-0.822296188,16.46465208
pEIF4EBP1,pEGFR,-0.688729543,10.06863526
pEIF4EBP1,pERBB3,0.670237109,8.878683823
pEIF4EBP1,pMAPK3,-0.848237923,12.72328662
pEIF4EBP1,pGSK3A,-0.898555164,15.84612885
pEIF4EBP1,pH3F3A,-0.697929483,9.591222866
pEIF4EBP1,pNFKB1,0.567089973,10.65252229
pEIF4EBP1,pMAPK14,-0.812432704,13.40860195
pEIF4EBP1,pRPS6KB1,0.75993849,10.35889509
pEIF4EBP1,pRPS6KA1,-0.541894433,9.237061586
pEIF4EBP1,pPKIA,-0.608257116,9.529205649
pEIF4EBP1,pAKT1S1,0.870652954,11.91415588
pEIF4EBP1,pSGK1,-0.705058469,9.227264849
pEIF4EBP1,pSMAD1,-0.666047039,10.54976111
pEIF4EBP1,pKDR,0.639171185,9.084241364
pEIF4EBP1,SOX2,-0.579036642,8.148662597
pACACA,pCREB1,0.686247259,12.6751752
pACACA,pRPS6KA1,0.942462307,9.010914639
pACACA,pTSC2,0.942247663,8.353293899
pPRKAB1,pRPS6,-0.819223038,9.035478555
pBAD,pERBB3,0.964627639,10.27314683
pBAD,pRPS6KB1,0.927698051,9.215640233
pASAP2,pRPS6,0.892311938,10.18670877
pRET,pRPS6,0.975233189,8.537369008
pRPS6,pMAPK8,0.937719253,10.04866363
pRPS6,pSMAD1,0.907253199,9.372700939
pRPS6,pSRC,0.709775643,8.554878083
pRPS6,pSTAT5A,0.825870942,8.557343819
pRPS6,pKDR,-0.929728512,9.173876681
pRPS6,SOX2,0.918008723,9.718964003
pRPS6,BIRC5,0.966802837,8.978287372
